   9.0436055743778263E-003   2.1145648078608310E-018   5.9463630400830084E-018  0.78158290670808406        0.0000000000000000        9.6644636172055638E-012   7.5119330153938790E-004
   9.0436055743728389E-003   2.1748580398769669E-018   6.1159135050700116E-018  0.78158290670868558        0.0000000000000000        1.0222028825890468E-011   7.5119330153938790E-004
   9.0436055743675428E-003   2.2463748893983620E-018   6.3170258801294377E-018  0.78158290670932418        0.0000000000000000        1.0903497414282946E-011   7.5119330153938790E-004
   9.0436055743619171E-003   2.3157072883633777E-018   6.5119953665886098E-018  0.78158290671000252        0.0000000000000000        1.1584966002675423E-011   7.5119330153938790E-004
   9.0436055743559462E-003   2.3830459114639853E-018   6.7013581603289410E-018  0.78158290671072239        0.0000000000000000        1.2266434591067900E-011   7.5119330153938790E-004
   9.0436055743496075E-003   2.4602810033293308E-018   6.9185507920904934E-018  0.78158290671148711        0.0000000000000000        1.3071806559169605E-011   7.5119330153938790E-004
   9.0436055743428785E-003   2.5351937932825532E-018   7.1292128837576744E-018  0.78158290671229846        0.0000000000000000        1.3877178527269655E-011   7.5119330153938790E-004
   9.0436055743357315E-003   2.6135009119173485E-018   7.3494201596352916E-018  0.78158290671316022        0.0000000000000000        1.4744502185224318E-011   7.5119330153938790E-004
   9.0436055743281438E-003   2.6949134161942171E-018   7.5783600836381107E-018  0.78158290671407504        0.0000000000000000        1.5673777533031941E-011   7.5119330153938790E-004
   9.0436055743200894E-003   2.7739736228106209E-018   7.8006851165684661E-018  0.78158290671504649        0.0000000000000000        1.6603052880839564E-011   7.5119330153938790E-004
   9.0436055743115390E-003   2.8559317723862600E-018   8.0311594485121979E-018  0.78158290671607766        0.0000000000000000        1.7594279918501800E-011   7.5119330153938790E-004
   9.0436055743024612E-003   2.9503515523693901E-018   8.2966771038836401E-018  0.78158290671717234        0.0000000000000000        1.8771362025726223E-011   7.5119330153938790E-004
   9.0436055742928213E-003   3.0371441259438043E-018   8.5407463089064260E-018  0.78158290671833475        0.0000000000000000        1.9886492443096032E-011   7.5119330153938790E-004
   9.0436055742825865E-003   3.1308136180524358E-018   8.8041540813950401E-018  0.78158290671956909        0.0000000000000000        2.1125526240173414E-011   7.5119330153938790E-004
   9.0436055742717219E-003   3.2218161745399037E-018   9.0600621700941792E-018  0.78158290672087916        0.0000000000000000        2.2364560037250796E-011   7.5119330153938790E-004
   9.0436055742601860E-003   3.3278065300848250E-018   9.3581174155182582E-018  0.78158290672227027        0.0000000000000000        2.3851400593744978E-011   7.5119330153938790E-004
