   9.0436055743778263E-003  0.78158290670808406        0.0000000000000000        9.7883669969131365E-012   7.5119330165307474E-004
   9.0436055743728389E-003  0.78158290670868535        0.0000000000000000        1.0345932205598041E-011   7.5119330165307474E-004
   9.0436055743675428E-003  0.78158290670932418        0.0000000000000000        1.1027400793990518E-011   7.5119330165307474E-004
   9.0436055743619171E-003  0.78158290671000252        0.0000000000000000        1.1708869382382996E-011   7.5119330165307474E-004
   9.0436055743559462E-003  0.78158290671072239        0.0000000000000000        1.2390337970777127E-011   7.5119330165307474E-004
   9.0436055743496075E-003  0.78158290671148689        0.0000000000000000        1.3195709938877177E-011   7.5119330165307474E-004
   9.0436055743428785E-003  0.78158290671229846        0.0000000000000000        1.4001081906977228E-011   7.5119330165307474E-004
   9.0436055743357315E-003  0.78158290671316022        0.0000000000000000        1.4868405564931891E-011   7.5119330165307474E-004
   9.0436055743281438E-003  0.78158290671407527        0.0000000000000000        1.5797680912739514E-011   7.5119330165307474E-004
   9.0436055743200894E-003  0.78158290671504649        0.0000000000000000        1.6726956260548791E-011   7.5119330165307474E-004
   9.0436055743115390E-003  0.78158290671607766        0.0000000000000000        1.7718183298209373E-011   7.5119330165307474E-004
   9.0436055743024612E-003  0.78158290671717234        0.0000000000000000        1.8833313715579182E-011   7.5119330165307474E-004
   9.0436055742928213E-003  0.78158290671833475        0.0000000000000000        2.0010395822803605E-011   7.5119330165307474E-004
   9.0436055742825865E-003  0.78158290671956887        0.0000000000000000        2.1249429619880987E-011   7.5119330165307474E-004
   9.0436055742717219E-003  0.78158290672087916        0.0000000000000000        2.2488463416958369E-011   7.5119330165307474E-004
   9.0436055742601860E-003  0.78158290672227049        0.0000000000000000        2.3975303973452550E-011   7.5119330165307474E-004
   9.0436055742479388E-003  0.78158290672374708        0.0000000000000000        2.5462144529945078E-011   7.5119330165307474E-004
   9.0436055742349353E-003  0.78158290672531516        0.0000000000000000        2.6948985086437605E-011   7.5119330165307474E-004
   9.0436055742211321E-003  0.78158290672697983        0.0000000000000000        2.8621680712492319E-011   7.5119330165307474E-004
   9.0436055742064737E-003  0.78158290672874753        0.0000000000000000        3.0480231408109219E-011   7.5119330165307474E-004
   9.0436055741909133E-003  0.78158290673062381        0.0000000000000000        3.2276830413871505E-011   7.5119330165307474E-004
   9.0436055741743918E-003  0.78158290673261621        0.0000000000000000        3.4321236179048937E-011   7.5119330165307474E-004
   9.0436055741568502E-003  0.78158290673473141        0.0000000000000000        3.6365641944228023E-011   7.5119330165307474E-004
   9.0436055741382297E-003  0.78158290673697695        0.0000000000000000        3.8657854468820601E-011   7.5119330165307474E-004
   9.0436055741184573E-003  0.78158290673936126        0.0000000000000000        4.1012018683267792E-011   7.5119330165307474E-004
   9.0436055740974637E-003  0.78158290674189301        0.0000000000000000        4.3552037967277169E-011   7.5119330165307474E-004
   9.0436055740751777E-003  0.78158290674458020        0.0000000000000000        4.6277912320848733E-011   7.5119330165307474E-004
   9.0436055740515178E-003  0.78158290674743347        0.0000000000000000        4.9127690054126215E-011   7.5119330165307474E-004
